,people_served,elevation,cell,people_crossing_daily,injuries,deaths,near_city_centers,how_to_cross_river,len_impossible_dangerous_to_cross,time_to_nearest_safe_passage,hours_to_reach_hospital,hours_to_reach_medical_center,hours_to_reach_market,hours_to_reach_elementary,hours_to_reach_midlle_school,hours_to_reach_church,land_type_within_50m,soil_type,sand_availible,gravel_availible,stone_availible,timber_availible,stone_provided_by,sand_provided_by,gravel_provided_by,timber_provided_by,cement_provided_by,steel_provided_by,land_owner,ownership_permission,general_comments
0,1000-3000,2235m,Uwumusebeya,50-150,No,No,Gisanze,now-Simple timber bridge,1-3 months,<,>6,1-2 hours,1-2 hours,0.5 hours,1-2 hours,0.5 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 20m.-The level difference between two banks is 0.2m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is a no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion.-The soil from the site is silt for both sides.
0,3000-6000,1817m,Gihembe-Samiyonga,300-600,Many,No,-Kamirabagenzi -Mutovu,now-Simple timber bridge,3-6 months,2-3,1-2,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 25m.-The proposed bridge span is approximately 85m.-The level difference between two banks is 4m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is a confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between hill and a flat area.-The soil from the site is silt for both sides.
0,1000-3000,1812m,Bikamba-Cyanyirankora,150-300,-Many,No,Ruheru,now-Simple timber bridge,3-6 months,2-3,>6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 45m.-The level difference between two banks is 0.04m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,3000-6000,1521m,Fugi-Rubona,300-600,Many,More,-Akanyaru(Burundi Border to Rwanda),now-Simple timber bridge,6-9 months,2-3,>6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 30m.-The proposed bridge span is approximately 65m.-The level difference between two banks is 8m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between hill and a flat area.-The soil from the site is hard rock for one side and a silt for other side.
0,500-1000,2060m,Nyabimata-Ruhungu,50-150,No,No,Nyabimata,now-Simple timber bridge,3-6 months,2-3,>6,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 3m.-The proposed bridge span is approximately 25m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,1000-3000,2217m,Uwumusebeya,50-150,No,No,Gisanze,now-Simple timber bridge,1-3 months,<,>6,1-2 hours,1-2 hours,0.5 hours,1-2 hours,0.5 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 20m.-The level difference between two banks is 0.2m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is a no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion.-The soil from the site is silt for both sides.
0,500-1000,1565m,Yaramba-Kibangu,50-150,Many,No,-Ngera,now-Walking through river,1-3 months,2-3,>6,1-2 hours,1-2 hours,0.5-1 hours,1-2 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 3m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between hill and a flat area.-The soil from the site is silt for both sides.
0,1000-3000,1987m,Giseke,150-300,-Many,No,-Matyazo -Gasarenda,now-Simple timber bridge,3-6 months,1-2,>6,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 2m.-The proposed bridge span is approximately 38m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between a flat areas.-The soil from the site is silt for both sides.
0,1000-3000,2041m,Kabere,150-300,No,No,Kabere,now-Simple timber bridge,3-6 months,<,>6,0.5 hours,2-6 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 20m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is a confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,500-1000,1420m,Fugi-Rubona,50-150,Many,No,-Ryarugarama,now-Walking through river,3-6 months,2-3,>6,1-2 hours,1-2 hours,0.5-1 hours,1-2 hours,0.5-1 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 20m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between hill and a flat area.-The soil from the site is hard rock for both sides.
0,500-1000,1915m,Kivu,50-150,-Many,No,-Rusuzumiro,now-Simple timber bridge,6-9 months,>3,>6,1-2 hours,1-2 hours,1-2 hours,1-2 hours,0.5-1 hours,bank-hilly,sandy,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 3m.-The proposed bridge span is approximately 40m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between hills.-The soil from the site is sandy for both sides.
0,500-1000,1847m,Kivu-Rugorwe,50-150,-Many,No,-Kivu,now-Simple timber bridge,3-6 months,>3,>6,1-2 hours,1-2 hours,1-2 hours,1-2 hours,0.5-1 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 0.04m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between hills.-The soil from the site is Hard rock for both sides.
0,1000-3000,1571m,Rusagara,< 50,No,No,Kigembe,now-Simple timber bridge,3-6 months,1-2,2-6,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 2m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas-The soil from the site is silt for both sides.
0,1000-3000,1801m,Nyamabuye,50-150,-No,No,-Kibeho -Mata,now-Simple timber bridge,3-6 months,2-3,>6,1-2 hours,0.5-1 hours,0.5 hours,0.5-1 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 40m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between a flat areas.-The soil from the site is silt for both sides.
0,3000-6000,2103m,Mishungero-kabere,150-300,-Many,No,-Kabere -Mujeni,now-Simple timber bridge,3-6 months,2-3,>6,1-2 hours,0.5-1 hours,0.5 hours,0.5-1 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 5m.-The proposed bridge span is approximately 40m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,1000-3000,2150m,Ruhinga,50-150,No,No,Nyabimata,now-Simple timber bridge,1-3 months,2-3,1-2,1-2 hours,1-2 hours,1-2 hours,1-2 hours,1-2 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 2m.-The proposed bridge span is approximately 20m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is a confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,3000-6000,1832m,Runyombyi,300-600,-No,No,-Runyombyi,now-Simple timber bridge,1-3 months,1-2,2-6,0.5-1 hours,0.5-1 hours,0.5 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 1m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 0.5m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,1000-3000,2132m,Ruhinga,150-300,No,No,-Rumenero -Agasugi,now-Simple timber bridge,3-6 months,1-2,>6,0.5 hours,2-6 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 10m.-The proposed bridge span is approximately 40m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is a confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,3000-6000,2236m,Mishungero-kabere,50-150,-No,No,-Kabere -Mujeni,now-Simple timber bridge,1-3 months,2-3,>6,1-2 hours,0.5-1 hours,0.5 hours,0.5-1 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 9m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,500-1000,2007m,Gahurizo,50-150,-Many,No,Gahurizo,now-Walking through river,6-9 months,2-3,>6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 15m.-The proposed bridge span is approximately 30m.-The level difference between two banks is 0.02m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,3000-6000,1813m,Nyange-Muganza,150-300,-Many,Two,-Muganza -Ndago,now-Simple timber bridge,6-9 months,>3,1-2,0.5-1 hours,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 3m.-The proposed bridge span is approximately 40m.-The level difference between two banks is 6m.-The space for foundation is sufficient for one side and not sufficient for the other side.-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is hard rock for both sides.
0,6000-10000,1898m,Kamuhoza,300-600,Many,No,-Cyondo -Mahoko,now-Simple timber bridge,3-6 months,1-2,0.5-1,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 9m.-The proposed bridge span is approximately 32m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,500-1000,1830m,Nyundo,150-300,Many,No,-Nyundo -Mahoko,now-Simple timber bridge,6-9 months,1-2,0.5-1,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 7m.-The proposed bridge span is approximately 30m.-The level difference between two banks is 0.01m(Almost the same).-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides. <<Apart from the major flooding of this river at this location ( Sebeya river covers the entire right side plus the paved road)  Having the paved road along Sebeya River  there is no enough space to accommodate the right anchor   14MAY2020>>
0,500-1000,2031m,Rusongati,50-150,Many,No,-Gashasho -Mahoko,now-Simple timber bridge,1-3 months,2-3,1-2,0.5 hours,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 2m.-The proposed bridge span is approximately 30m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between a hill and an elevated area.-The soil from the site is silt for both sides.
0,500-1000,1553m,Buhoro,50-150,No,No,-Ntenyo,now-Walking through river,3-6 months,1-2,2-6,,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 10m.-The proposed bridge span is approximately 25m.-The level difference between two banks is 0.05m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides. In December  2017>>>>>>Nyangandika is no longer existed because of flooding. On the two sides of the river there is an extraction of sand activity. You can pass through the water in other tobe able to cross this cyiruruma river  in a rainy season people from Mbuye and Byimana sector access some services at Ruhango sector like school  Ntenyo market and Kizibere catholic church.
0,500-1000,1648m,Mutara-Gishweru,50-150,Non,No,-Mutara,now-Simple timber bridge,1-3 months,1-2,2-6,,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 5m.-The proposed bridge span is approximately 30m.-The level difference between two banks is 0.05m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between a flat areas. In December  2017>>>>>>we found at this site a timber bridge and the accessibility rocky soil seems to be the main technical constraint. .
0,1000-3000,1767m,Taba,150-300,No,No,-Rebero -Tumba,now-Simple timber bridge,3-6 months,1-2,2-6,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 10m.-The proposed bridge span is approximately 70m.-The level difference between two banks is 0.8m.-The space for foundation is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flats areas.-The soil from the site is silt for both sides.
0,1000-3000,1736m,Giko,150-300,No,No,-Gashushura,now-Simple timber bridge,3-6 months,1-2,2-6,0.5 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 18m.-The proposed bridge span is approximately 97m.-The level difference between two banks is 0.6m.-The space for foundation is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flats areas.-The soil from the site is silt for both sides.
0,3000-6000,1748m,Rwamahwa,150-300,No,No,-kiruri -Base,now-Simple timber bridge,1-3 months,<,0.5-1,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 34m.-The proposed bridge span is approximately 50m.-The level difference between two banks is 0.4m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,3000-6000,1732m,Nyirangarama,150-300,No,No,-Nyirangarama -Base,now-Simple timber bridge,3-6 months,1-2,2-6,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 6m.-The proposed bridge span is approximately 55m.-The level difference between two banks is 0.6m.-The space for foundation is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,3000-6000,1765m,Rwamahwa,150-300,No,No, Tare hearth center,now-Simple timber bridge,1-3 months,<,0.5-1,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 8m.-The proposed bridge span is approximately 40m.-The level difference between two banks is 0.2m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,1000-3000,1765m,Taba,150-300,No,No,-Rebero -Tumba,now-Simple timber bridge,3-6 months,1-2,2-6,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 10m.-The proposed bridge span is approximately 100m.-The level difference between two banks is 0.2m.-The space for foundation is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flats areas.-The soil from the site is silt for both sides.
0,1000-3000,1747m,Kayenzi,50-150,No,No,-Mukoto -Gasiza,now-Simple timber bridge,3-6 months,1-2,2-6,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 10m.-The proposed bridge span is approximately 100m.-The level difference between two banks is 0.2m.-The space for foundation is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flats areas.-The soil from the site is silt for both sides.
0,1000-3000,1761m,Maremo-Bwimo,150-300,Many,No,-Kabasaza,now-Simple timber bridge,3-6 months,2-3,2-6,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Not,Not abvailable,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 9m.-The proposed bridge span is approximately 56m.-The level difference between two banks is 0.2m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,3000-6000,1680m,mugote-mushari,150-300,No,No,-Gitabagwe -Rukoma,now-Simple timber bridge,1-3 months,1-2,2-6,0.5-1 hours,0.5-1 hours,0.5 hours,0.5-1 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 22m.-The proposed bridge span is approximately 40m.-The level difference between two banks is 0.5m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,1000-3000,1282m,Cyingwa,300-600,Many,No,-Mubuga -Mibirizi,now-Simple timber bridge,3-6 months,1-2,0.5,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,Clay ,Available,Not available on site,Available,Available,Sector,Sector,Sector,Sector,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing crossing point at a distance of 5 m-The proposed bridge span is 42m-The level difference between two banks is approximately the same.-The space for foundations is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the site-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between two hills.-The soil from the site is silt for both sides-The site is located between two hills.
0,3000-6000,998m,Nyange,300-600,Many,4,-Bugarama -Cyagara -Rubyiro,now-Walking through river,6-9 months,1-2,0.5,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,Sector,Sector,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing crossing point at a distance of 15 m-The proposed bridge span is 62 m-The level difference between two banks is approximately the same.-The space for foundations is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the site-The river bed at the site is unstable  there is a possibility of erosion.-The river bank of the site is showing sign of erosion and it is located between two flat areas.-The soil from the site is silt for both sides-The site is located between two flat areas.
0,3000-6000,1464m,Kamanyenga,300-600,Many,Many,-Nkombo -Nkanka -Kamembe,now-Boat,6-9 months,1-2,1-2,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,Clay ,Available,Not available on site,Available,Available,Sector,Sector,Sector,Sector,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing crossing point at a distance of 3 m-The proposed bridge span is 170m-The level difference between two banks is approximately the same.-The space for foundations is sufficient -The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the site-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between two hills.-The soil from the site is silt for both sides-The site is located between two hills.
